# time cosTheta cosPsi phi tag mistag
0.14332 0.733114 0.862084 2.71141 -1 0
1.53806 0.149587 -0.616562 2.43245 -1 0
1.63711 0.124402 -0.787702 -2.97618 1 0
0.407063 0.803485 0.120984 -0.908454 1 0
4.5898 0.533286 0.98829 -2.67197 -1 0
1.4733 -0.725539 -0.917553 -1.77655 1 0
2.02384 -0.13329 -0.619296 1.1832 -1 0
1.01506 0.27836 -0.717334 1.67003 1 0
0.424259 -0.970806 0.812462 2.72408 1 0
0.930597 -0.980395 0.317308 0.294854 -1 0
2.09578 0.908267 -0.40999 0.747069 -1 0
2.43671 -0.982555 0.263291 3.1024 1 0
2.4312 0.771576 -0.830838 1.66889 1 0
1.19624 0.604323 -0.565647 0.991322 1 0
0.249137 0.0158466 0.872745 2.06584 -1 0
0.215008 0.967907 -0.646477 -1.44059 -1 0
0.312126 0.735551 -0.0478984 3.12397 1 0
2.08386 0.343961 0.394799 -0.546079 1 0
0.673439 0.970977 0.929357 0.506076 1 0
3.50232 0.423652 -0.804865 -2.47305 -1 0
0.657727 0.26959 -0.674726 -2.75721 1 0
1.26033 0.515048 -0.855915 -0.679532 1 0
1.4867 -0.623613 0.852421 -1.81438 -1 0
2.31023 -0.70283 0.984791 -3.03405 -1 0
0.0717285 0.572817 0.560067 3.13345 1 0
0.906931 -0.428418 -0.417195 -1.53215 -1 0
0.256487 0.897993 0.455474 -0.788207 -1 0
0.542444 0.562693 0.868602 2.3822 -1 0
1.93469 0.435285 -0.489825 -2.21029 1 0
0.346115 0.996697 -0.863977 -0.393206 1 0
0.830877 -0.541593 -0.676631 0.616376 -1 0
0.454364 -0.853363 0.779023 -2.13629 -1 0
0.983742 0.89981 0.857507 -1.1497 1 0
1.43895 -0.467273 -0.223066 -0.419388 1 0
0.716246 0.601847 -0.643811 0.807963 -1 0
2.07854 0.0959092 0.875461 2.05142 1 0
1.03618 -0.579665 0.659739 -1.25128 -1 0
2.92634 -0.850522 0.518294 -1.27078 1 0
0.200707 -0.118635 -0.668679 0.76924 1 0
1.66107 0.629101 -0.677772 0.76838 -1 0
0.250933 -0.124317 -0.894664 -2.28685 1 0
1.82851 -0.21812 0.643619 -0.782225 -1 0
2.95312 0.403391 -0.591553 -2.1391 1 0
2.3286 0.783288 0.841023 1.16825 1 0
1.35039 0.893136 0.960581 1.91394 -1 0
1.05705 -0.350811 -0.863237 -1.07758 1 0
4.44881 -0.803243 -0.779544 -1.4877 1 0
1.96715 -0.664334 0.928353 0.915572 -1 0
0.938244 -0.936825 0.741084 2.47816 1 0
0.280745 0.980198 0.478746 -1.9227 1 0
0.500699 -0.895836 -0.823533 0.968267 -1 0
0.454546 -0.0538693 -0.652276 -2.11903 -1 0
2.23641 0.454739 -0.715443 -2.37776 1 0
1.8243 0.885166 -0.6629 0.487473 1 0
1.9046 0.802452 -0.712189 -1.80288 1 0
1.76286 0.75571 0.602303 -0.198662 -1 0
1.95622 0.245675 0.617358 -3.0928 -1 0
0.817748 0.944267 -0.850215 -0.107838 -1 0
0.414456 0.342732 -0.980722 -1.69143 1 0
0.402895 0.470782 -0.448366 -2.3503 -1 0
0.527804 -0.584271 0.842014 -1.61863 -1 0
4.73803 -0.356033 0.745284 1.45384 1 0
0.791729 -0.577501 0.88208 -0.963152 -1 0
0.210305 0.377538 0.9327 2.42157 -1 0
0.801983 -0.887447 -0.344149 -2.40248 -1 0
0.00176355 -0.971137 0.677924 0.226831 -1 0
1.5242 -0.567392 0.620761 2.445 1 0
0.931618 0.129165 0.618786 -1.76892 1 0
2.35495 0.378914 -0.958056 1.52498 1 0
2.01259 0.742936 0.946351 2.88474 -1 0
0.0440947 0.142138 0.862743 -0.368823 -1 0
0.502057 0.520974 0.965093 -1.51365 1 0
1.35764 -0.438949 -0.902108 -2.35995 -1 0
3.03253 -0.40462 -0.879669 1.85974 1 0
0.418602 0.633381 -0.479268 2.00419 -1 0
3.60643 -0.787027 0.472588 -2.87174 -1 0
0.379958 0.186171 -0.303076 -1.3755 -1 0
0.734557 0.185983 0.696814 -3.0234 1 0
0.132506 -0.108439 0.785588 -0.348921 1 0
0.406193 0.00376645 -0.918379 -1.06426 1 0
2.39405 -0.149287 -0.250251 -0.101184 1 0
1.29484 0.866887 -0.891758 -1.69221 -1 0
0.311882 -0.809515 0.842259 -0.512707 1 0
0.218783 -0.278625 -0.621144 -2.42537 -1 0
0.625168 -0.142299 -0.879755 -1.51705 1 0
0.667152 0.228332 -0.371102 2.51325 1 0
0.0435952 0.401003 0.986468 1.85578 -1 0
0.636118 -0.719391 -0.135032 0.444597 -1 0
0.356134 -0.0942646 -0.230704 -2.68435 1 0
0.117043 0.542112 -0.948855 1.3818 -1 0
3.75728 0.134184 0.72738 2.32525 -1 0
0.794301 0.864584 -0.819437 1.80575 1 0
0.947555 -0.0808564 -0.0624223 -0.654665 1 0
0.727174 0.139762 -0.995677 -2.05697 -1 0
0.0782249 -0.676298 0.676938 -1.03181 -1 0
2.18044 -0.990328 0.848514 0.0967976 -1 0
3.13064 0.00293724 0.644041 0.377994 1 0
0.657495 0.679997 0.46796 -2.82174 -1 0
1.48256 0.972276 0.924476 -0.495763 -1 0
0.251554 -0.81748 0.981644 0.902352 -1 0
0.130939 -0.811866 -0.910529 -2.54433 -1 0
1.03001 0.0360207 0.572496 -2.67736 1 0
5.09096 0.8439 0.381393 1.38883 -1 0
0.736311 -0.948835 -0.938485 -3.03222 1 0
4.37016 -0.896578 -0.775428 1.95684 1 0
1.00129 0.585856 -0.219247 2.83224 1 0
1.4181 0.42181 -0.679366 0.681948 1 0
0.303337 0.772382 0.839899 -1.15373 -1 0
3.00567 0.27338 -0.0444485 -2.42501 -1 0
2.53128 -0.943396 -0.850914 -1.78786 -1 0
0.103161 -0.678892 -0.488401 2.09491 1 0
6.32183 0.97986 -0.257271 -0.818425 1 0
1.38573 0.252208 0.535652 -1.56237 -1 0
0.352564 0.459053 -0.822968 -1.29047 1 0
4.38537 -0.755875 0.71768 -2.28778 1 0
0.130764 0.186534 0.811139 1.89428 1 0
0.335561 -0.186203 0.991481 -1.92859 1 0
1.46295 -0.23465 -0.394103 0.916559 1 0
0.472599 -0.577401 0.829146 -1.48021 1 0
0.953737 -0.799924 0.690138 1.60945 1 0
3.04454 -0.363255 0.788679 -1.15472 -1 0
0.977069 -0.0715438 -0.53192 0.709808 1 0
1.71416 0.266632 -0.937379 0.651642 -1 0
2.88213 0.823942 -0.795009 1.65576 1 0
0.565319 0.0560936 -0.977312 -0.163903 -1 0
0.4247 -0.279519 -0.948078 -1.53997 1 0
2.94716 -0.0809924 0.531685 -1.52047 -1 0
2.76202 -0.44426 0.253473 0.528644 -1 0
3.53959 0.00921213 -0.09115 2.17445 -1 0
0.583449 0.548158 -0.789102 2.5678 1 0
1.37911 0.214587 -0.616596 1.9528 -1 0
2.38211 -0.138502 0.926041 -1.28249 -1 0
0.564782 0.751151 -0.452386 2.80861 -1 0
1.38214 -0.469357 -0.258083 -2.93202 -1 0
0.691398 0.583622 -0.390772 1.03107 1 0
0.446022 -0.420384 0.126509 2.28295 -1 0
0.813816 0.563462 0.960673 1.18078 -1 0
0.0944446 -0.361608 0.490961 -2.59001 1 0
0.410197 0.345993 0.207759 0.352805 -1 0
1.43675 -0.0267365 0.754406 -1.40335 -1 0
3.47973 0.847829 0.854077 -1.61226 -1 0
2.00259 -0.215189 0.544416 -1.58609 -1 0
0.690405 -0.465085 -0.872293 2.70497 1 0
0.499888 -0.889454 -0.473939 -3.05599 1 0
2.79163 0.644385 0.371614 0.906767 -1 0
0.901368 0.273327 0.739638 -2.75102 1 0
1.88414 0.871727 -0.407381 0.65463 -1 0
0.611764 -0.757556 -0.710636 -2.22036 1 0
10.831 0.230849 0.970746 2.23191 -1 0
0.789134 0.383081 0.764627 -0.719455 -1 0
1.13617 -0.902384 0.454043 -0.0120948 1 0
0.697153 0.812634 -0.968751 2.78694 1 0
0.605416 0.838109 0.824566 -1.65735 1 0
1.47289 0.187741 -0.960976 -1.81152 1 0
0.971137 0.803964 -0.370259 0.986165 1 0
2.2171 -0.919662 -0.367694 -2.98151 1 0
2.2389 -0.750194 -0.452162 -0.509019 -1 0
0.23514 -0.486696 -0.950535 -0.463552 -1 0
0.410422 0.87812 -0.225213 -1.96961 1 0
0.685874 -0.369034 0.430661 -1.96984 1 0
3.33439 -0.184944 -0.941547 -2.06833 1 0
0.0863534 -0.970576 0.931409 -0.158443 1 0
0.733078 0.834971 -0.601398 1.37607 1 0
1.06369 -0.207791 0.897309 -0.677188 1 0
0.766138 -0.115855 0.934016 1.06308 -1 0
1.02269 -0.131921 -0.587577 0.474439 1 0
0.0891492 0.600689 0.266629 0.78226 -1 0
1.25777 0.109174 0.898841 1.05369 -1 0
0.742035 -0.443035 -0.351702 1.87786 1 0
0.0789914 0.385697 0.55748 -2.392 1 0
2.97891 0.421482 -0.848287 -1.97318 1 0
1.31286 -0.385717 0.00364896 -0.998803 1 0
0.713589 0.246501 -0.748234 1.88875 1 0
0.235767 -0.371144 -0.993918 -1.97067 1 0
0.680763 0.509235 -0.419844 1.01083 1 0
2.15631 0.810592 0.621948 2.81577 -1 0
1.24891 -0.955993 0.964365 1.88791 1 0
0.687622 0.0773038 -0.30504 0.999738 1 0
0.459442 -0.435094 0.553405 1.46402 1 0
0.012132 -0.186131 0.386343 1.9515 1 0
2.44568 0.882148 0.765362 -1.1321 -1 0
0.936603 0.543881 0.819277 -2.99206 -1 0
0.595323 0.49169 -0.329783 0.831722 -1 0
0.650791 -0.114956 -0.540665 0.711222 1 0
0.625011 -0.147063 -0.802145 1.75858 -1 0
2.58141 0.17921 -0.908673 2.42781 1 0
2.80983 -0.294385 -0.235772 -2.43073 -1 0
0.214154 -0.719416 -0.625582 2.28883 1 0
2.95672 -0.898007 -0.67841 1.70914 -1 0
0.989368 0.154493 0.868584 0.995525 1 0
1.76602 -0.269942 0.820881 1.32398 -1 0
0.622099 -0.947749 0.971699 1.12471 1 0
1.22911 -0.963237 0.583348 -1.56594 -1 0
1.60987 0.651697 0.65034 2.02115 -1 0
0.743795 -0.954721 0.344109 2.34785 -1 0
1.76179 0.753706 -0.500447 -2.3898 -1 0
1.76366 -0.44895 -0.388787 1.84156 -1 0
2.14442 -0.270752 -0.879642 -0.79239 -1 0
2.17829 -0.739457 -0.792796 -2.31082 -1 0
4.08926 0.915454 0.088805 0.263726 -1 0
4.10064 0.955482 -0.724158 2.00402 -1 0
1.88738 0.380102 0.489753 2.98248 1 0
1.3313 0.544241 0.960106 -2.57544 -1 0
0.425853 0.365959 0.284795 -2.59751 1 0
0.00411715 0.813839 -0.573828 -1.86699 -1 0
0.707199 -0.557094 0.880552 -2.36886 -1 0
1.26688 0.454528 -0.683886 -1.90113 1 0
0.403007 -0.776386 0.363855 2.02359 -1 0
2.79024 0.20573 -0.755492 1.59936 1 0
1.23447 -0.825461 -0.997675 -0.588655 -1 0
0.992766 -0.00264122 0.356903 0.136952 1 0
3.87864 0.160761 -0.407887 -1.49727 -1 0
0.0245452 -0.927183 0.905309 -1.38565 1 0
1.07126 0.803424 0.980177 3.03949 -1 0
1.12412 0.829075 0.714846 1.28252 -1 0
0.134445 0.347421 0.52835 -1.75646 1 0
0.516951 0.755321 0.868142 2.38811 -1 0
0.986679 -0.845374 -0.889729 -3.0881 1 0
0.733709 -0.320589 0.729333 -0.515635 -1 0
0.297331 0.749169 0.786414 1.17604 -1 0
0.308569 -0.797091 -0.675253 2.69257 -1 0
5.37068 0.0628231 -0.0663414 1.67708 1 0
0.0418756 -0.594499 0.359173 -2.34578 -1 0
0.0276397 -0.782027 -0.208071 -2.51623 1 0
1.15579 0.660912 -0.370862 2.72627 -1 0
0.0748663 -0.304135 0.686207 -1.36335 1 0
1.05348 -0.728553 -0.907468 0.105516 -1 0
0.638482 0.0106208 0.482269 -2.16164 -1 0
0.920044 0.877704 -0.553048 -1.64294 -1 0
0.72397 -0.525945 0.460818 -0.436432 1 0
0.113313 -0.890093 0.871151 1.69916 -1 0
0.406643 0.971892 0.892248 2.23006 -1 0
4.97778 -0.790924 0.845882 -0.981123 -1 0
1.70527 -0.825793 0.806782 2.15414 1 0
0.690637 -0.339957 -0.830115 1.29349 -1 0
0.0708089 -0.0183221 -0.606831 0.417973 -1 0
0.305279 -0.812483 0.53756 0.847147 -1 0
1.77765 -0.917837 0.62604 2.34492 -1 0
1.47661 -0.851866 0.423477 -0.496283 1 0
0.61767 -0.704152 -0.969929 2.09831 1 0
0.291715 0.0659562 0.427088 1.44176 1 0
0.968078 0.0263153 -0.0527987 -3.12951 -1 0
0.842169 -0.994143 0.207226 1.88255 1 0
0.222276 -0.540549 0.331186 2.62413 -1 0
0.323194 -0.525859 -0.777949 -2.61496 1 0
0.785524 0.0624848 -0.579742 0.912555 -1 0
3.44621 -0.00491884 0.981051 -1.28489 -1 0
1.80992 0.421271 -0.352527 2.83105 -1 0
0.755094 -0.90593 -0.481871 2.27646 1 0
0.405775 -0.392789 -0.138424 -0.792242 -1 0
0.0952906 0.842833 -0.514141 -1.63476 1 0
0.157859 -0.617714 -0.919309 1.64159 -1 0
0.186422 -0.104049 0.56875 2.2845 -1 0
1.70485 -0.247956 -0.708638 -1.80679 1 0
2.02444 0.944027 -0.904039 -1.0354 -1 0
1.35021 -0.134837 -0.985634 -0.357295 -1 0
0.436345 0.0111961 -0.819439 -2.44856 1 0
0.111069 -0.267949 -0.408595 1.7185 1 0
1.29724 0.722997 0.607975 3.09899 -1 0
2.65706 0.567613 0.364301 1.84932 -1 0
3.3951 -0.152656 -0.202392 2.95999 1 0
1.43012 0.351223 0.496248 1.7883 -1 0
0.257478 0.0407231 0.790652 1.22714 -1 0
0.420455 0.0407056 -0.24575 -1.85176 1 0
1.92028 0.0857011 -0.440598 -1.56021 -1 0
0.167686 -0.091113 0.972906 -1.91426 -1 0
0.40078 -0.109774 0.720258 0.827122 1 0
0.924586 0.0959782 0.663629 -2.352 -1 0
0.345994 0.588151 0.774392 0.639246 1 0
2.21397 -0.685872 0.932386 1.63001 -1 0
0.793698 -0.565014 -0.529834 -3.09089 1 0
1.0303 0.241133 0.93514 -1.4003 1 0
1.07448 0.908305 0.552794 -2.18995 1 0
3.15612 -0.208238 -0.658086 -2.46837 -1 0
1.17015 -0.796281 -0.678832 -2.80148 1 0
2.08226 0.676359 0.990038 0.800184 1 0
4.58245 -0.316919 -0.116442 -0.341039 1 0
0.960319 0.718334 -0.668379 0.880011 1 0
2.04198 0.346015 0.797817 -0.569065 -1 0
1.39994 0.469038 -0.899138 0.858656 -1 0
0.691179 0.638617 0.970907 -1.08984 1 0
1.53881 -0.663153 -0.807369 -1.71286 1 0
0.501719 -0.402214 -0.973949 2.19004 -1 0
0.513498 0.544575 -0.258441 2.49733 -1 0
0.105065 -0.872336 -0.9883 2.31376 1 0
0.0233823 0.13617 0.972679 2.42824 1 0
1.18152 0.951146 0.323784 1.98354 1 0
4.04086 0.759749 0.778124 0.754339 -1 0
0.920238 0.733755 -0.622407 2.0907 -1 0
5.18899 0.269589 0.839135 1.91349 1 0
0.460451 0.603753 0.831716 -2.28551 -1 0
1.07004 0.1912 -0.43591 -1.34629 -1 0
0.510129 0.846778 0.74902 2.3781 1 0
2.18771 -0.951112 0.848197 1.31597 1 0
4.93492 -0.0430276 0.951977 0.691544 -1 0
1.46958 0.663515 -0.706942 1.87117 -1 0
0.256306 0.696511 0.296082 2.41345 -1 0
1.22941 -0.681223 0.844643 -1.07759 1 0
1.34197 0.748233 -0.941223 -0.748725 -1 0
3.2109 0.782518 -0.84643 2.79829 1 0
3.91754 -0.0366662 0.275701 -0.480359 -1 0
0.199275 0.57326 0.74837 -2.68577 -1 0
0.0368568 0.394584 -0.530617 -0.396687 1 0
0.700604 0.924931 -0.58188 0.47424 -1 0
0.258505 -0.643247 -0.734597 1.07336 1 0
0.6893 -0.434867 -0.376152 1.97669 -1 0
2.65734 0.557841 0.215163 -0.0143991 -1 0
1.1179 -0.959139 -0.685227 2.10236 -1 0
0.444662 0.755903 0.660512 1.41991 1 0
0.877321 0.570119 -0.474207 -1.88718 -1 0
0.863302 0.583357 0.977204 -2.0035 -1 0
1.98399 -0.90325 0.602414 0.277727 -1 0
0.862234 -0.0997095 -0.789904 -3.06724 1 0
0.307418 0.684339 -0.814633 -1.45006 1 0
3.31472 0.388831 0.872307 -1.36722 1 0
0.671307 -0.128152 0.127673 2.04328 -1 0
0.369034 -0.694225 -0.36059 -2.07035 1 0
0.176585 -0.905923 0.523768 2.1757 1 0
0.613984 -0.631583 0.519683 -1.61202 1 0
0.0370906 0.840051 -0.98256 1.56111 1 0
1.5772 0.0667053 -0.799118 -2.71646 1 0
0.560496 -0.808388 -0.881754 0.200196 1 0
1.4065 0.46353 0.671269 2.12248 1 0
0.8542 -0.164897 -0.382733 0.30745 -1 0
2.30817 -0.737721 0.848807 2.21661 1 0
0.92829 0.350072 -0.986452 1.72888 -1 0
1.1212 -0.87563 0.444305 0.164928 1 0
0.075485 0.905024 0.921813 3.04338 1 0
0.0588576 0.681782 0.928063 0.890169 -1 0
1.55733 0.270838 0.561908 -0.386415 1 0
0.797438 0.504877 0.841507 2.0203 1 0
3.3366 0.405249 -0.864506 -2.27754 1 0
1.13501 0.162501 -0.470632 -0.781576 1 0
1.12733 -0.741477 0.874065 -1.44525 -1 0
0.697349 -0.143797 -0.805671 1.1774 1 0
3.80907 -0.240399 0.586473 -1.54222 1 0
2.28324 0.612026 0.93339 -0.45245 1 0
3.6568 -0.812018 -0.727052 0.934003 -1 0
4.44388 -0.140865 0.811536 1.228 -1 0
0.770532 0.442262 0.125552 -0.4675 -1 0
4.06403 -0.477809 -0.0973282 -1.26018 1 0
1.01403 0.350467 0.813271 2.39309 1 0
0.349139 -0.770994 -0.716742 0.229479 -1 0
1.79805 -0.0267 -0.595655 -0.698808 1 0
3.30643 0.212005 -0.629159 -1.33598 1 0
0.0241975 -0.712549 -0.372261 2.52446 -1 0
0.45283 -0.858642 0.440189 -0.86474 -1 0
0.823604 0.44478 -0.643097 -1.29846 1 0
1.10142 -0.625012 0.86281 -1.1611 -1 0
2.24977 0.13013 0.599005 -1.43709 -1 0
1.5367 0.347877 -0.958945 2.09371 1 0
0.837449 0.032442 0.901257 -1.50592 1 0
0.174311 0.00947143 0.60512 2.18865 1 0
0.361965 -0.341181 -0.727727 0.343351 -1 0
1.80136 -0.0507116 -0.936538 -2.1028 -1 0
0.058004 0.177461 -0.0529226 -2.94817 1 0
0.891016 -0.0241799 0.456061 1.01171 1 0
1.10591 -0.606776 0.391385 -1.68232 1 0
2.46504 0.160017 0.282251 -2.48826 1 0
0.103086 0.858125 -0.304058 1.98612 -1 0
0.967706 -0.396311 0.865198 -2.68849 -1 0
0.473812 0.885999 0.750172 -2.50986 1 0
1.72477 0.905843 0.665825 -2.98236 -1 0
2.58612 -0.850675 -0.801987 -0.420848 -1 0
1.25918 -0.0565058 -0.3042 -0.00272435 -1 0
0.455221 -0.606748 -0.654933 0.558126 -1 0
0.910008 -0.053587 -0.762722 -2.27904 1 0
0.0239908 0.0654553 0.492423 2.89128 -1 0
0.15394 -0.922075 -0.985987 -0.91526 -1 0
2.01969 -0.648124 -0.718273 -2.10737 -1 0
2.46413 -0.534246 -0.622133 2.00568 1 0
0.320773 -0.174041 -0.180442 -1.82026 1 0
0.473892 0.573761 -0.746127 -2.13842 -1 0
1.12896 -0.633027 0.895456 1.82895 -1 0
0.961244 -0.797711 0.352844 -0.704949 1 0
1.68458 0.104023 -0.185973 -1.8572 1 0
0.85641 -0.168604 -0.963848 -1.74602 -1 0
0.101027 0.386111 -0.398179 1.39789 -1 0
0.285651 0.669027 0.192645 2.51616 1 0
0.112688 0.578574 0.968785 -1.24169 1 0
0.0529363 0.0762167 0.875674 -1.90653 -1 0
1.0583 0.0895545 0.176113 -0.252515 -1 0
2.78132 0.979812 0.929662 -1.57727 1 0
3.71978 0.464148 0.936953 -0.887357 -1 0
4.89465 -0.284505 0.990537 1.93316 -1 0
2.19558 0.997596 0.794169 -1.82574 1 0
0.567019 -0.395073 -0.908449 1.32999 1 0
2.38473 0.374113 0.151999 0.268797 -1 0
1.92974 0.669447 0.582228 -1.93365 1 0
3.46761 0.569973 0.583543 0.898751 1 0
0.141239 0.0274843 -0.14025 1.9902 -1 0
2.29245 0.948041 0.964817 0.17544 -1 0
3.81574 0.998678 -0.919311 -0.11485 1 0
1.74516 -0.410524 0.971886 0.934974 1 0
0.565208 -0.405988 0.506025 -2.98428 1 0
0.21214 -0.290951 0.883451 1.90813 1 0
0.432309 0.915495 0.987674 1.47651 -1 0
8.93293 0.691818 0.580339 -0.368535 -1 0
1.00901 0.874148 -0.410799 -1.94193 -1 0
2.97929 -0.226801 -0.356796 1.59198 1 0
0.0395994 0.780747 0.999801 0.358115 -1 0
0.814966 0.639527 -0.959409 -0.0107454 1 0
3.67545 -0.42231 -0.187425 -2.99253 -1 0
2.31921 0.0294723 -0.561267 1.77201 -1 0
2.26644 0.0129774 -0.831357 1.64494 1 0
0.657774 -0.442475 -0.336748 1.27346 1 0
0.469928 0.196357 -0.864964 2.67521 1 0
0.371193 -0.940897 0.0246298 -0.249826 -1 0
0.869255 -0.405213 -0.990625 1.74918 -1 0
2.49601 0.0300774 -0.522661 1.45569 1 0
0.77555 0.0241651 -0.66812 -2.47065 1 0
0.49844 -0.881916 0.833186 -1.85617 1 0
6.29248 0.528019 0.164897 0.369337 1 0
1.4885 0.0987782 -0.310173 -0.723123 -1 0
0.716267 0.640098 0.67359 -2.01532 -1 0
1.4739 -0.0405281 -0.707165 -2.89239 1 0
0.477533 -0.611119 0.819455 2.35768 1 0
0.250161 0.284508 0.565869 2.4178 -1 0
0.147573 0.78757 -0.948305 1.65801 1 0
1.27295 -0.930203 -0.820351 -1.87735 1 0
0.185734 -0.596391 0.805042 0.377783 -1 0
3.0652 0.00823239 0.954847 0.790158 1 0
0.741687 0.807145 0.998657 -1.6525 -1 0
1.47436 0.610953 -0.463008 -2.60132 1 0
0.215932 0.0639399 0.737607 1.69472 1 0
2.79855 -0.896131 0.74624 2.35324 -1 0
0.446748 0.131079 0.652411 -2.73651 -1 0
1.30428 -0.482042 0.828609 -1.84281 1 0
0.494995 0.725056 -0.29508 0.14858 1 0
2.00012 -0.931536 0.295545 0.711267 1 0
0.407228 -0.0219013 -0.712655 1.6973 -1 0
0.943478 0.258916 -0.849434 -1.26074 1 0
5.22708 -0.441102 0.480568 -1.36973 1 0
1.34355 -0.319801 0.164587 2.63278 -1 0
1.58094 0.0329458 0.333774 -2.32001 -1 0
0.0252858 0.0898318 0.449522 -0.922255 1 0
3.26455 -0.0287174 -0.360669 -1.16826 -1 0
2.79595 -0.622752 0.340385 -0.83219 -1 0
0.196638 -0.638584 0.393031 -0.134172 1 0
1.09646 -0.13989 0.565542 2.07574 1 0
0.292254 -0.644129 0.643716 2.6563 1 0
0.366952 0.0830706 -0.342086 3.04986 1 0
0.433838 -0.604761 -0.521146 1.18811 1 0
0.772916 -0.0940759 0.00167824 -1.06705 1 0
0.944459 0.506812 0.652593 1.93567 1 0
0.970034 -0.755281 -0.954276 -1.56656 1 0
0.750002 0.252816 0.634813 2.03109 1 0
0.318202 -0.583335 0.881629 -1.35623 -1 0
0.159373 0.0862736 -0.715006 0.847016 1 0
1.30031 -0.920569 0.499565 1.80558 -1 0
5.59182 -0.36517 -0.559268 0.463375 -1 0
2.7679 -0.294039 0.829585 2.64612 -1 0
1.59556 -0.632164 0.985609 1.81828 -1 0
0.89546 -0.231954 -0.00465168 2.31222 -1 0
1.13631 -0.449941 -0.221862 -2.89473 -1 0
1.11764 0.0921743 -0.573936 -0.0760243 1 0
1.05861 -0.381474 0.342299 -2.69168 1 0
9.52852 0.278488 -0.478617 -1.11048 1 0
5.47672 0.730912 0.0800261 -1.24933 -1 0
1.75653 0.819764 -0.477713 -0.451316 -1 0
0.812607 0.618267 0.788642 -0.311447 -1 0
3.66646 -0.236807 0.3595 0.742503 1 0
6.06968 0.942429 0.90882 -2.33892 -1 0
0.514473 -0.788138 -0.935371 -2.38055 -1 0
2.53295 -0.467694 0.539332 -0.982878 1 0
1.52145 0.421333 0.69889 2.99082 1 0
0.221005 -0.221965 0.944178 -0.675097 1 0
1.12502 0.57176 0.519416 -0.904547 -1 0
1.25145 -0.953394 -0.616328 1.19771 1 0
0.850266 -0.0402291 0.740542 1.49103 1 0
0.483861 -0.307298 0.787337 1.95348 -1 0
1.82169 0.508727 -0.30723 -2.60006 1 0
0.367923 -0.0539156 0.943744 -1.45215 -1 0
0.716084 -0.617085 0.761764 2.15863 -1 0
0.458248 -0.941553 0.996747 2.81355 -1 0
0.164664 0.128698 -0.845488 1.56851 1 0
2.57477 0.197019 0.468417 1.72877 1 0
1.56507 -0.229949 -0.838 0.904989 -1 0
0.418902 0.568462 -0.972504 -1.9786 1 0
1.2423 -0.824882 0.612162 -2.537 1 0
4.06206 0.752393 -0.725904 1.6513 1 0
0.0745687 -0.944749 -0.386478 2.72133 -1 0
0.11101 0.752925 -0.113216 0.483253 1 0
2.27215 0.664745 0.510575 -1.88147 -1 0
0.785428 -0.834633 0.625288 -3.0705 -1 0
0.835028 -0.855416 0.838728 -2.09723 1 0
1.38465 0.976315 -0.948458 -2.37089 -1 0
4.13514 -0.544618 -0.494831 2.15123 1 0
0.0213017 -0.742573 0.959666 1.55499 1 0
1.10403 -0.983344 0.858133 2.10181 1 0
0.0974786 -0.371244 -0.924841 -1.61641 1 0
0.224024 0.0124775 0.901461 2.47979 1 0
3.11155 0.47431 0.752177 1.83776 -1 0
0.865623 0.14491 -0.73712 -0.774186 1 0
1.17685 -0.454645 -0.284955 0.731091 1 0
0.73804 -0.733136 0.736749 0.0585282 1 0
0.475857 0.121687 -0.584973 1.07441 1 0
4.8024 -0.287893 0.90541 -2.91472 1 0
2.45968 0.174123 0.280159 2.4246 -1 0
1.394 -0.0252592 0.722524 -0.783649 1 0
0.0104059 0.00238245 0.133431 0.603799 -1 0
0.601583 0.246433 -0.529668 1.25559 1 0
0.185938 -0.389205 0.185407 -0.578722 -1 0
1.61748 -0.0887766 -0.860719 -1.0878 1 0
0.788294 0.824709 -0.698569 -1.53758 -1 0
3.06742 -0.452679 -0.660955 2.21779 1 0
1.99247 0.331241 -0.0682849 2.72872 -1 0
0.507325 0.0942401 0.393629 1.42803 1 0
1.94533 0.648269 -0.962303 -1.82015 1 0
0.85372 0.830236 0.883021 -0.416344 -1 0
0.494445 0.0282764 0.649875 -1.85343 -1 0
0.0378766 0.568102 -0.758879 -1.64713 1 0
2.81677 -0.765583 -0.903606 -1.72487 1 0
1.32543 0.789339 -0.880582 2.57008 1 0
0.631861 -0.857969 -0.876586 0.295674 1 0
3.26789 0.386634 -0.551442 -2.86207 -1 0
0.854046 -0.109036 -0.258835 -0.517381 -1 0
1.1943 0.619356 0.0389672 1.41133 -1 0
4.35836 -0.560795 0.817505 0.796005 -1 0
5.12085 -0.764571 -0.98719 -1.78995 -1 0
0.798591 -0.712525 -0.758313 1.85683 -1 0
0.960508 -0.197626 -0.26089 0.964382 -1 0
2.25191 0.0484421 -0.510724 3.08373 -1 0
0.20322 0.499418 -0.0568128 1.49719 -1 0
0.0692423 0.953125 0.903708 2.84277 -1 0
0.883151 0.0745429 -0.891813 -1.60001 -1 0
4.46675 -0.396918 -0.90774 -2.14502 -1 0
0.703741 0.749459 -0.702988 -2.34314 -1 0
2.26363 0.227957 0.608241 -0.262997 1 0
7.01948 0.809632 0.115526 -1.09206 -1 0
2.16185 -0.614996 0.645226 1.80247 1 0
0.251792 -0.66602 0.47698 2.66246 1 0
0.93114 -0.681496 -0.405454 0.145739 1 0
0.953995 0.642694 -0.770987 -1.91916 1 0
